专题,线索来源媒体,日期,标题,优先级P,命中规则,年份
T4A_初治,肝胆相照平台,2023-11-24,AASLD报道 ｜ 一项替诺福韦与恩替卡韦在预防肝细胞癌和死亡方面的比较结果,3,未命中,2023
T4A_初治,肝脏时间,2023-02-17,APASL2023：ALG-000184联合恩替卡韦在HBeAg阳性慢乙肝中表现出优异抗病毒活性,3,未命中,2023
T4A_初治,肝癌在线,2023-12-06,「转」AASLD 2023 ｜ 一项替诺福韦与恩替卡韦在预防肝细胞癌和死亡方面的比较结果,3,未命中,2023
T4A_初治,肝病知识,2023-09-07,乙肝吃恩替卡韦，最多能吃几年？,3,未命中,2023
T4A_初治,肝病知识,2023-04-15,乙肝病人，只吃恩替卡韦片行不行？,3,未命中,2023
T4A_初治,肝病知识,2023-09-10,乙肝病人，都适合服用恩替卡韦吗？,3,未命中,2023
T4A_初治,肝病知识,2023-09-04,恩替卡韦，一般需要吃几年？,3,未命中,2023
T4A_初治,肝病知识,2023-04-09,恩替卡韦，最多可以吃几年？,3,未命中,2023
T4A_初治,肝病知识,2023-11-04,恩替卡韦，服用的注意事项,3,未命中,2023
T4A_初治,中华肝脏病杂志,2023-05-06,病毒性肝炎 ｜ 刘丽萍葛善飞：恩替卡韦经治后低病毒血症的慢性乙型肝炎患者序贯联合富马酸丙酚替诺福韦治疗的疗效及影响因素分析,3,未命中,2023
T4A_初治,中华肝脏病杂志,2023-05-29,病毒性肝炎 ｜ 艾米替诺福韦治疗HBeAg阳性高病毒血症慢性乙型肝炎口服一线核苷（酸）类似物经治不完全应答患者的临床疗效分析,3,未命中,2023
T4A_初治,肝癌在线,2022-07-05,「转」EASL 2022 ｜ 降低慢乙肝患者肝癌风险：替诺福韦还是恩替卡韦？,3,未命中,2022
T4A_初治,肝病知识,2022-02-01,吃恩替卡韦，乙肝却恶化了,3,未命中,2022
T4A_初治,肝病知识,2022-02-02,恩替卡韦，一定要空腹吗？,3,未命中,2022
T4A_初治,肝癌在线,2022-06-13,骨肾安全、一线优选！乙肝抗病毒治疗热点讨论,3,未命中,2022
T4B_临床治愈,雨露肝霖,2025-03-07,珠峰工程项目 ｜ 全球最大乙肝临床治愈研究队列实现治愈“8848”，助力“健康中国2030”战略,0,健康中国2030,2025
T4B_临床治愈,雨露肝霖,2025-04-27,APASL2025丨赢领项目阶段性数据：干扰素经治慢乙肝患者接受聚乙二醇干扰素α-2b再治疗24周的HBsAg清除率达40%,1,HBsAg(清除|阴转|血清学转换),2025
T4B_临床治愈,雨露肝霖,2025-04-17,APASL2025速递丨珠峰项目7年数据公布，核苷经治慢乙肝患者基于聚乙二醇干扰素α-2b治疗的临床治愈率超30%,1,临床治愈,2025
T4B_临床治愈,雨露肝霖,2025-01-20,“家系无忧”项目在西安启动——评估聚乙二醇干扰素α-2b治疗不良结局家族聚集性慢性HBV感染者远期结局的真实世界研究,1,真实世界,2025
T4B_临床治愈,雨露肝霖,2025-04-07,【APASL2025速递】“绿洲”项目：聚乙二醇干扰素α治疗HBsAg低水平的核苷经治慢乙肝患者96周HBsAg清除率超50%,1,HBsAg(清除|阴转|血清学转换),2025
T4B_临床治愈,雨露肝霖,2025-06-09,【名家访谈】谢青教授：干扰素经治患者再启动干扰素治疗仍有较大机会获临床治愈,1,临床治愈,2025
T4B_临床治愈,雨露肝霖,2025-01-24,【愈见乙肝2024】有肝癌家族史的HBeAg阳性慢乙肝患者经多次聚乙二醇干扰素α联合治疗获HBeAg和HBsAg清除,1,HBsAg(清除|阴转|血清学转换),2025
T4B_临床治愈,雨露肝霖,2025-03-13,【期刊导读】“绿洲”项目成果：聚乙二醇干扰素α-2b治疗48周的HBsAg清除预测模型,1,期刊导读,2025
T4B_临床治愈,雨露肝霖,2025-03-17,【期刊导读】聚乙二醇干扰素α联合核苷治疗HBsAg低水平慢乙肝患者的HBsAg清除率达40.98%,1,期刊导读,2025
T4B_临床治愈,雨露肝霖,2025-01-10,【期刊导读】荟萃分析：加用聚乙二醇干扰素α治疗可显著提高核苷经治慢乙肝患者的HBsAg清除率及血清学转换率,1,荟萃分析|系统评价|Meta,2025
T4B_临床治愈,肝博士,2025-04-11,我国多个乙肝临床治愈研究项目发布最新成果：治愈率超30% ｜ 肝癌风险降低85% ｜ HBsAg清除率超60%,1,临床治愈,2025
T4B_临床治愈,雨露肝霖,2024-11-14,“容愈项目”顺利完成干扰素组入组目标，聚乙二醇干扰素α-2b组48周HBsAg清除率达53%,1,HBsAg(清除|阴转|血清学转换),2024
T4B_临床治愈,雨露肝霖,2024-11-21,「转」AASLD中国之声丨张鸿飞教授：“萌芽”项目中期结果揭晓——聚乙二醇干扰素α-2b联合治疗策略为儿童乙肝临床治愈点亮希望,1,临床治愈,2024
T4B_临床治愈,雨露肝霖,2024-05-28,【EASL2024速递】聚乙二醇干扰素α能显著提高核苷停药复发慢乙肝患者的HBsAg清除率,1,HBsAg(清除|阴转|血清学转换),2024
T4B_临床治愈,雨露肝霖,2024-04-11,【临床治愈集结号】免疫耐受期慢乙肝儿童采用聚乙二醇干扰素α联合ETV治疗获HBsAg清除,1,临床治愈,2024
T4B_临床治愈,雨露肝霖,2024-03-13,【临床治愈集结号】核苷经治慢乙肝患者联合聚乙二醇干扰素α和胸腺肽α1治疗获HBsAg血清学转换且cccDNA清除,1,临床治愈,2024
T4B_临床治愈,雨露肝霖,2024-07-01,【名家访谈】彭劼教授：干扰素α治疗的慢乙肝患者甲状腺功能异常与HBsAg清除相关,1,HBsAg(清除|阴转|血清学转换),2024
T4B_临床治愈,雨露肝霖,2024-08-16,【愈见乙肝2024】低病毒血症慢乙肝患者经聚乙二醇干扰素α联合治疗获临床治愈,1,临床治愈,2024
T4B_临床治愈,雨露肝霖,2024-12-26,【愈见乙肝2024】有肝硬化和肝癌家族史的核苷经治慢乙肝母子经基于聚乙二醇干扰素α的治疗同获HBsAg清除,1,HBsAg(清除|阴转|血清学转换),2024
T4B_临床治愈,雨露肝霖,2024-04-22,【期刊导读】HBsAg清除预测：基因多态性可预测慢乙肝患者基于干扰素α治疗的HBsAg清除,1,期刊导读,2024
T4B_临床治愈,雨露肝霖,2024-09-06,【期刊导读】系统评价和荟萃分析：聚乙二醇干扰素α初始联合核苷与聚乙二醇干扰素α单药治疗慢乙肝的疗效比较,1,荟萃分析|系统评价|Meta,2024
T4B_临床治愈,雨露肝霖,2024-07-04,【期刊导读】经聚乙二醇干扰素α治疗获得HBsAg清除后联合乙肝疫苗可增强免疫应答，提高HBsAg血清学转换率,1,期刊导读,2024
T4B_临床治愈,雨露肝霖,2024-06-25,【期刊导读】综述：基于干扰素治疗策略实现临床治愈,1,期刊导读,2024
T4B_临床治愈,雨露肝霖,2024-10-15,【期刊导读】聚乙二醇干扰素α治疗可显著降低核苷停药慢乙肝患者的复发率，并可提升HBsAg清除率,1,期刊导读,2024
T4B_临床治愈,雨露肝霖,2024-08-22,【期刊导读】高志良林炳亮教授团队探索乙肝临床治愈新机制：聚乙二醇干扰素α促进慢乙肝患者HBsAg清除或与肝脂肪变性有关,1,期刊导读,2024
T4B_临床治愈,雨露肝霖,2023-10-20,【AASLD2023速递】基于聚乙二醇干扰素α治疗获临床治愈后继续核苷巩固治疗无明显获益,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-06-14,【EASL2023速递】非活动性HBsAg携带状态人群和核苷经治慢乙肝患者经聚乙二醇干扰素α治疗48周的临床治愈率均达45%以上,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-12-20,【临床治愈集结号】核苷经治优势患者采取基于聚乙二醇干扰素α的联合、延长、及巩固治疗策略实现临床治愈,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-12-15,【临床治愈集结号】核苷经治后HBsAg＞1500 IUmL的慢乙肝患者通过聚乙二醇干扰素α间歇治疗实现临床治愈,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-03-15,【临床治愈集结号】核苷经治的育龄期女性产后采用聚乙二醇干扰素α联合治疗获HBeAg和HBsAg清除,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-03-23,【临床治愈集结号】首次干扰素α治疗应答不佳的慢乙肝患者采用聚乙二醇干扰素α再治疗13周即获得HBsAg清除,1,临床治愈,2023
T4B_临床治愈,雨露肝霖,2023-08-22,【期刊导读】HBeAg阴性慢乙肝患者核苷停药后40%复发，聚乙二醇干扰素α-2b治疗有助于免疫恢复，HBsAg清除率达27%,1,期刊导读,2023
T4B_临床治愈,雨露肝霖,2023-03-27,【期刊导读】李国军宋建新教授团队：非活动性HBsAg携带人群和核苷经治慢乙肝患者经聚乙二醇干扰素α治疗的临床治愈率均超过30%,1,期刊导读,2023
T4B_临床治愈,雨露肝霖,2023-04-17,【期刊导读】聚乙二醇干扰素α联合核苷酸类似物or核苷类似物？哪个疗效更优？,1,期刊导读,2023
T4C_干扰素,雨露肝霖,2025-01-06,【期刊导读】再次证实：聚乙二醇干扰素α-2b治疗代偿期乙肝肝硬化的安全性良好,1,期刊导读,2025
T4C_干扰素,雨露肝霖,2024-12-10,【临床治愈集结号】HBsAg、HBeAg及HBV DNA高水平的免疫活动期低龄慢乙肝儿童经基于聚乙二醇干扰素α的治疗夺金,1,临床治愈,2024
T4C_干扰素,雨露肝霖,2024-07-12,【临床治愈集结号】HBsAg高水平的HBeAg阳性慢乙肝母女经基于聚乙二醇干扰素α的治疗同获HBsAg血清学转换,1,临床治愈,2024
T4C_干扰素,雨露肝霖,2024-12-16,【新药进展】Xalnesiran联合治疗II期结果发表NEJM：联用聚乙二醇干扰素α组的HBsAg清除率及血清学转换率均最高,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2024
T4C_干扰素,雨露肝霖,2024-03-04,【期刊导读】IL-6基因多态性可预测聚乙二醇干扰素α的治疗应答,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-09-12,【期刊导读】基线HBcrAg水平可预测聚乙二醇干扰素α的治疗疗效,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-02-26,【期刊导读】慢乙肝患者生活质量和病毒学应答：接受聚乙二醇干扰素α治疗的显著更高,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-01-25,【期刊导读】提高临床治愈率新探索：TRIM22基因多态性或可提高HBeAg阳性慢乙肝患者对聚乙二醇干扰素α的治疗应答,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-09-18,【期刊导读】聚乙二醇干扰素α-2b联合TAF治疗慢乙肝儿童疗效和安全性良好,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-02-02,【期刊导读】聚乙二醇干扰素α-2b联合恩替卡韦治疗有利于慢乙肝儿童实现临床治愈,1,期刊导读,2024
T4C_干扰素,雨露肝霖,2024-08-07,【期刊导读】荟萃分析：基线HBsAg水平可预测聚乙二醇干扰素α治疗慢乙肝患者的临床治愈率,1,荟萃分析|系统评价|Meta,2024
T4C_干扰素,雨露肝霖,2023-12-08,【愈见乙肝2023】低龄初治慢乙肝儿童经聚乙二醇干扰素α间歇治疗获临床治愈,1,临床治愈,2023
T4C_干扰素,雨露肝霖,2023-04-10,【期刊导读】低病毒血症慢乙肝患者联合聚乙二醇干扰素α治疗的疗效更佳,1,期刊导读,2023
T4C_干扰素,雨露肝霖,2023-07-17,【期刊导读】疗效预测新指标TRIM38：聚乙二醇干扰素α可诱导其表达，提升抗病毒疗效,1,期刊导读,2023
T4C_干扰素,雨露肝霖,2022-09-05,【期刊导读】新证据：再治疗临床治愈率超80%——临床治愈后复发的慢乙肝患者经聚乙二醇干扰素α再治疗，疗效依然显著,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2022-10-24,【期刊导读】新证据：首次干扰素α治疗应答不佳的慢乙肝患者再次启用聚乙二醇干扰素α-2b治疗，同样可获得较高的临床治愈率,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2022-11-24,【期刊导读】聚乙二醇干扰素α-2b加用治疗可显著改善核苷经治慢乙肝患者的肾功能,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2022-08-22,【期刊导读】聚乙二醇干扰素α治疗初治慢乙肝儿童和青少年可获得更高的HBsAg和HBeAg清除率,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2022-03-10,【期刊导读】铁调素与聚乙二醇干扰素α治疗慢乙肝患者的疗效有关,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2022-12-27,【期刊导读】黄玉仙陈良张继明教授团队：加用或换用聚乙二醇干扰素α提升核苷经治HBeAg阳性慢乙肝患者的治疗疗效,1,期刊导读,2022
T4C_干扰素,雨露肝霖,2021-01-14,【期刊导读】HBV RNA与聚乙二醇干扰素α治疗的慢乙肝患者肝内cccDNA显著相关,1,期刊导读,2021
T4C_干扰素,雨露肝霖,2021-03-08,【期刊导读】日本研究：聚乙二醇干扰素α单药治疗慢乙肝中HBsAg应答的重要影响因素,1,期刊导读,2021
T4C_干扰素,雨露肝霖,2021-01-08,【期刊导读】研究进展综述：鉴别最有可能对聚乙二醇干扰素α有应答的慢乙肝患者,1,期刊导读,2021
T4C_干扰素,雨露肝霖,2021-09-16,【期刊导读】聚乙二醇干扰素α治疗中ALT急性升高与HBsAg和HBV RNA快速下降相关,1,期刊导读,2021
T4C_干扰素,雨露肝霖,2021-02-24,【期刊导读】聚乙二醇干扰素α治疗可显著提高慢乙肝患者NK细胞的频率和功能,1,期刊导读,2021
T4C_干扰素,雨露肝霖,2021-05-20,【期刊导读】聚乙二醇干扰素α的治疗增强慢乙肝患者NK细胞对Tregs增殖分化的抑制作用,1,期刊导读,2021
T4C_干扰素,临床肝胆病杂志,2021-03-09,外刊精读｜Hepatol Int：聚乙二醇干扰素序贯核苷类似物治疗HBeAg阳性慢性乙型肝炎患者的疗效评价,1,外刊精读,2021
T4C_干扰素,雨露肝霖,2020-10-21,【临床治愈相关争议探讨】基于聚乙二醇干扰素α治疗优势人群的优化策略关键问题,1,临床治愈,2020
T4C_干扰素,雨露肝霖,2020-08-28,【临床治愈集结号】低龄高病毒载量儿童慢乙肝患者适时启用聚乙二醇干扰素α治疗获得HBsAg血清学转换,1,临床治愈,2020
T4C_干扰素,雨露肝霖,2020-07-23,【临床治愈集结号】慢乙肝代偿期肝硬化患者经聚乙二醇干扰素α治疗成功获得临床治愈，并实现肝硬化逆转,1,临床治愈,2020
T4C_干扰素,雨露肝霖,2020-08-20,【临床治愈集结号】获得“银牌”停药后复发的慢乙肝患者重启聚乙二醇干扰素α治疗追求“金牌”,1,临床治愈,2020
T4C_干扰素,雨露肝霖,2020-10-22,【期刊导读】ALT正常或轻微升高的慢乙肝患者抗病毒疗效：聚乙二醇干扰素α显著优于核苷,1,期刊导读,2020
T4C_干扰素,雨露肝霖,2020-09-03,【期刊导读】我国最新研究再次证实聚乙二醇干扰素α治疗儿童和青少年慢乙肝安全且临床治愈率高,1,期刊导读,2020
T4C_干扰素,雨露肝霖,2020-10-14,【期刊导读】提高初治HBeAg阴性慢乙肝患者的临床治愈率：根据早期HBsAg水平适当延长聚乙二醇干扰素α的治疗疗程,1,期刊导读,2020
T4C_干扰素,雨露肝霖,2020-08-13,【期刊导读】荟萃分析：延长聚乙二醇干扰素α治疗可增加慢乙肝患者临床治愈率,1,荟萃分析|系统评价|Meta,2020
T4C_干扰素,雨露肝霖,2020-10-15,【期刊导读】韩国研究证实聚乙二醇干扰素α治疗慢乙肝患者停药后的延迟应答率佳且远期不良结局发生风险极低,1,期刊导读,2020
T4C_干扰素,雨露肝霖,2019-03-01,【APASL 2019】聚乙二醇干扰素α助力慢乙肝患者实现临床治愈,1,临床治愈,2019
T4C_干扰素,雨露肝霖,2019-04-02,【EASL 2019】聚乙二醇干扰素α + 恩替卡韦 + 乙肝疫苗可提高慢乙肝临床治愈率,1,临床治愈,2019
T4C_干扰素,雨露肝霖,2019-01-14,【期刊导读】恩替卡韦加用换用聚乙二醇干扰素可增加慢乙肝患者HBsAg清除率,1,期刊导读,2019
T4C_干扰素,雨露肝霖,2019-08-06,【期刊导读】聚乙二醇干扰素α治疗HBeAg阳性CHB儿童患者可促进其HBV特异性T细胞应答,1,期刊导读,2019
T4C_干扰素,雨露肝霖,2019-08-16,【期刊导读】聚乙二醇干扰素α治疗中国儿童慢乙肝患者的HBsAg清除率高达52%，HBsAb阳性率高达47.6%,1,期刊导读,2019
T4C_干扰素,雨露肝霖,2019-08-12,【期刊导读】聚乙二醇干扰素α治疗儿童慢乙肝患者的临床治愈率超50%，维持应答率高达94%,1,期刊导读,2019
T4C_干扰素,雨露肝霖,2018-04-27,【Hepatology】最新证据：聚乙二醇干扰素α治疗儿童慢乙肝疗效和安全性良好,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2018
T4C_干扰素,雨露肝霖,2024-06-19,【名家访谈】朱传武教授：应用免疫学指标更好地预测聚乙二醇干扰素α的疗效,2,专家访谈|名家访谈|大咖,2024
T4C_干扰素,雨露肝霖,2024-06-14,【名家访谈】韦嘉教授：慢乙肝儿童接受聚乙二醇干扰素α治疗可诱导免疫系统的建立，获益明显,2,专家访谈|名家访谈|大咖,2024
T4C_干扰素,雨露肝霖,2021-05-08,【中国派名家访谈】万谟彬教授：如何选择聚乙二醇干扰素α间歇治疗方案？,2,专家访谈|名家访谈|大咖,2021
T4C_干扰素,雨露肝霖,2024-01-05,【AASLD2023速递】治疗应答探索：差异表达基因或会影响慢乙肝患者对聚乙二醇干扰素α的应答,3,未命中,2024
T4C_干扰素,雨露肝霖,2024-03-15,【APASL2024速递】HBeAg阳性代偿期肝硬化患者使用聚乙二醇干扰素α-2b治疗的疗效更优,3,未命中,2024
T4D_新药研发,临床肝胆病杂志,2016-12-05,【推荐意见】慢性乙型肝炎核苷（酸）类似物经治患者抗病毒治疗专家共识：2016年更新,0,专家共识,2016
T4D_新药研发,肝脏时间,2024-06-09,EASL2024：反义寡核苷酸 (ASO) AHB-137慢乙肝一期临床数据显示良好的HBsAg清除疗效与安全性,1,HBsAg(清除|阴转|血清学转换),2024
T4D_新药研发,肝脏时间,2024-05-11,JOH：病毒进入抑制剂Bulevirtide单药治疗丁肝3期临床96周用药结果发表,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2024
T4D_新药研发,中华肝脏病杂志,2024-11-29,「转」数据炸裂！反义寡核苷酸 (ASO) AHB-137用药12周慢乙肝HBsAg阴转率超60%,1,HBsAg(清除|阴转|血清学转换),2024
T4D_新药研发,肝脏时间,2024-11-21,数据炸裂！反义寡核苷酸 (ASO) AHB-137用药12周慢乙肝HBsAg阴转率超60%,1,HBsAg(清除|阴转|血清学转换),2024
T4D_新药研发,肝脏时间,2022-01-26,JOH：病毒进入抑制剂Bulevirtide单药治疗HDV相关肝硬化3年安全有效,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2022
T4D_新药研发,中华肝脏病杂志,2021-03-03,「转」抗病毒治疗HBsAg清除后复阳与核苷（酸）类似物停药无关,1,HBsAg(清除|阴转|血清学转换),2021
T4D_新药研发,临床肝胆病杂志,2025-02-13,专家论坛｜梁携儿侯金林：乙型肝炎功能性治愈新药——聚焦反义寡核苷酸和小干扰RNA,2,专家论坛,2025
T4D_新药研发,肝胆相照平台,2022-04-15,学术争鸣：慢乙肝抗病毒治疗的初始治疗是选择核苷还是核苷酸？,2,学术争鸣,2022
T4D_新药研发,临床肝胆病杂志,2021-05-26,专家论坛｜丁艳华：慢性乙型肝炎抗病毒新药的临床研究,2,专家论坛,2021
T4D_新药研发,肝脏时间,2025-05-30,EASL2025：ALGS联手特宝生物研究靶向HBV的下一代反义寡核苷酸（ASO）,3,未命中,2025
T4D_新药研发,肝胆相照平台,2025-02-18,「转」梁携儿侯金林：乙型肝炎功能性治愈新药—聚焦反义寡核苷酸和小干扰RNA,3,未命中,2025
T4D_新药研发,肝脏时间,2025-02-12,神速推进！反义寡核苷酸(ASO)疗法在研乙肝新药AHB-137完成IIb期临床试验给药工作,3,未命中,2025
T4D_新药研发,雨露肝霖,2024-12-06,【AASLD2024速递】PD-L1抑制剂类乙肝新药研究进展汇总,3,未命中,2024
T4D_新药研发,肝胆相照平台,2024-04-30,中药联合抗病毒药物治疗乙肝肝硬化的疗效,3,未命中,2024
T4D_新药研发,肝脏时间,2024-09-10,在研乙肝新药反义寡核苷酸 (ASO) AHB-137已完成 II 期临床受试者招募？,3,未命中,2024
T4D_新药研发,肝脏时间,2024-09-24,恒瑞医药siRNA疗法在研乙肝新药HRS-5635进入2期临床,3,未命中,2024
T4D_新药研发,肝病知识,2024-07-13,核苷酸酶偏高是什么原因,3,未命中,2024
T4E_联合方案,中华肝脏病杂志,2019-05-31,【共识】非一线核苷（酸）类似物经治慢性乙型肝炎患者治疗策略调整专家共识,0,专家共识,2019
T4E_联合方案,肝脏时间,2025-04-06,APASL2025：Xalnesiran联合序贯PD-L1锁核酸治疗慢乙肝对HBsAg阴转疗效有限,1,HBsAg(清除|阴转|血清学转换),2025
T4E_联合方案,肝脏时间,2025-05-17,EASL2025：治疗性乙肝疫苗BRII-179和Elebsiran等序贯联合用药48周HBsAg阴转率超40%,1,HBsAg(清除|阴转|血清学转换),2025
T4E_联合方案,雨露肝霖,2025-03-04,【愈见乙肝2024】长期核苷治疗获HBsAg清除仍发生肝癌的慢乙肝患者术后采用PEG IFNα联合治疗有效改善预后,1,HBsAg(清除|阴转|血清学转换),2025
T4E_联合方案,雨露肝霖,2025-02-08,【期刊导读】新证据：非酒精性脂肪性肝病影响核苷（酸）类似物治疗慢乙肝的疗效,1,期刊导读,2025
T4E_联合方案,雨露肝霖,2025-03-10,【期刊导读】核苷序贯联合PEG IFNα-2b治疗可显著提高慢乙肝或代偿期肝硬化患者的HBsAg清除率,1,期刊导读,2025
T4E_联合方案,雨露肝霖,2023-10-30,【AASLD2023速递】乙肝新药JNJ-3989序贯联合聚乙二醇干扰素α有助于免疫耐受期患者的HBsAg清除及其持久性,1,HBsAg(清除|阴转|血清学转换),2023
T4E_联合方案,雨露肝霖,2022-06-08,【期刊导读】又一力证：干扰素α联合PD-1抗体是治疗肝癌有效的新策略,1,期刊导读,2022
T4E_联合方案,雨露肝霖,2022-05-12,【期刊导读】高分证据：干扰素α联合PD-1抗体是治疗肝癌有效的新策略,1,期刊导读,2022
T4E_联合方案,雨露肝霖,2021-06-09,【期刊导读】SWAP研究最终结果出炉：联合治疗与序贯治疗的疗效相当但复发率更低,1,期刊导读,2021
T4E_联合方案,肝胆相照平台,2021-08-06,张欣欣教授：TDF序贯加用干扰素治疗HBeAg阳性慢乙肝初治患者，HBsAg清除率更高！,1,HBsAg(清除|阴转|血清学转换),2021
T4E_联合方案,肝脏时间,2019-10-15,AASLD2019：[发生肝癌风险对比] 自发性HBsAg清除 VS. 核苷(酸)类似物HBsAg清除,1,HBsAg(清除|阴转|血清学转换),2019
T4E_联合方案,临床肝胆病杂志,2019-03-21,J Hepatol：HBsAg血清学清除能够进一步降低核苷类似物治疗后实现病毒完全抑制患者进展为肝癌的风险,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2019
T4E_联合方案,雨露肝霖,2019-06-24,【期刊导读】Endeavor研究：序贯联合IFN、IL-2和治疗性疫苗治疗ETV经治慢乙肝患者可获得更高的HBsAg清除率,1,期刊导读,2019
T4E_联合方案,肝脏时间,2018-03-01,Hepatology：核酸聚合物REP 2139和核苷（酸）类似物联用能协同抗乙肝病毒,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2018
T4E_联合方案,临床肝胆病杂志,2024-06-12,专家论坛｜鲁晓擘：一线核苷（酸）类似物经治的慢性乙型肝炎患者低病毒血症的发生及治疗策略,2,专家论坛,2024
T4E_联合方案,临床肝胆病杂志,2022-08-22,述评｜鲁凤民：衣壳组装调节剂联合核苷(酸)类似物治疗慢性乙型肝炎临床试验中亟待解决的科学问题,2,述评,2022
T4E_联合方案,肝胆相照平台,2021-03-11,「转」药物选择很关键！研究发现，相比核苷类似物，核苷酸类似物更能提高HBV相关HCC患者根治性切除术后的生存率 ｜ 大咖讲堂,2,专家访谈|名家访谈|大咖,2021
T4E_联合方案,肝脏时间,2025-05-11,EASL2025：在研乙肝新药Xalnesiran联合或序贯IFN治疗慢乙肝120周随访结果公布,3,未命中,2025
T4E_联合方案,肝脏时间,2024-06-10,EASL2024：JNJ-3989、JNJ-0535和NA序贯联合治疗慢乙肝数据公布,3,未命中,2024
T4E_联合方案,肝脏时间,2023-11-14,AASLD2023：Imdusiran (AB-729）联合序贯治疗性乙肝疫苗VTP-300部分临床数据公布,3,未命中,2023
T4E_联合方案,肝胆相照平台,2023-03-07,APASL 2023 精彩汇报丨廖运范教授：HBeAg阴性慢乙肝的核苷(酸)类似物有限疗程治疗,3,未命中,2023
T4E_联合方案,临床肝胆病杂志,2023-06-06,临床研究｜基线HBV血清标志物联合评分对核苷(酸)类似物抗病毒治疗慢性乙型肝炎患者HBeAg血清学转换的预测价值,3,未命中,2023
T4E_联合方案,肝脏时间,2023-05-01,做个调查：使用核苷（酸）类似物后HBsAg变化情况,3,未命中,2023
T4E_联合方案,肝脏时间,2022-08-22,「转」鲁凤民：衣壳组装调节剂联合核苷(酸)类似物治疗慢性乙型肝炎临床试验中亟待解决的科学问题,3,未命中,2022
T4E_联合方案,肝癌在线,2022-03-22,强强联合丨晚期HCC患者的福音--仑伐替尼序贯治疗,3,未命中,2022
T5_肝癌早筛,肝癌在线,2024-07-11,「转」NCCN指南 ｜ 肝细胞肝癌和胆道癌-指南更新要点,0,更新要点,2024
T5_肝癌早筛,肝癌在线,2024-06-27,核心要点 ｜ 乙肝病毒相关肝细胞癌抗病毒治疗中国专家共识(2023版),0,专家共识,2024
T5_肝癌早筛,肝癌在线,2023-02-10,乙肝病毒相关肝细胞癌抗病毒治疗中国专家共识(2023版) 发布！​,0,专家共识,2023
T5_肝癌早筛,中华肝脏病杂志,2021-06-22,【指南与共识】中国肝癌早筛策略专家共识,0,专家共识,2021
T5_肝癌早筛,中华肝脏病杂志,2021-10-22,【指南与共识】血液标志物用于临床肝细胞癌早期筛查的专家共识,0,专家共识,2021
T5_肝癌早筛,肝癌在线,2021-06-24,重磅发布丨《中国肝癌早筛策略专家共识》,0,专家共识,2021
T5_肝癌早筛,雨露肝霖,2025-06-06,EASL2025丨新建列线图模型可预测慢乙肝患者Peg-IFNα停药后96周时的HBsAg清除,1,HBsAg(清除|阴转|血清学转换),2025
T5_肝癌早筛,肝癌在线,2024-08-02,JOH ｜ 肝切除后肝细胞癌（HCC）侵袭性复发的关键组织学预测因素,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2024
T5_肝癌早筛,中华肝脏病杂志,2024-07-17,「转」JCTH｜肝细胞癌的超声检查：从诊断到预后,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2024
T5_肝癌早筛,雨露肝霖,2024-02-06,【期刊导读】吴超教授团队：无创诊断模型APG列线图可准确预测不确定期慢乙肝患者的显著肝脏炎症,1,期刊导读,2024
T5_肝癌早筛,肝癌在线,2023-01-04,「转」JCTH ｜ GALAD评分在肝细胞癌早诊和局部消融术后随访的有效性评估,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2023
T5_肝癌早筛,中华肝脏病杂志,2022-02-17,「转」JCTH ｜ 基于二维剪切波弹性成像的列线图对慢加急肝衰竭患者预后的预测价值,1,NEJM|Lancet|J Hepatol|Gastroenterology|Hepatology|JOH|JCTH,2022
T5_肝癌早筛,中华肝脏病杂志,2021-09-18,【肝癌】卫晶：他汀类药物对慢性肝病肝细胞癌风险影响的Meta分析,1,荟萃分析|系统评价|Meta,2021
