专题,实体名,出现次数,最高优先级,年份,来源媒体,代表候选标题,溯源状态,PMID,DOI,期刊年卷期,官方链接,剔除原因/备注
T3_治疗策略,【学术争鸣】赵鸿：丙氨酸转氨酶正常慢性乙型肝炎病毒感染者启动抗病毒治疗的恰当指标,1,2,2021,中华肝脏病杂志,【学术争鸣】赵鸿：丙氨酸转氨酶正常慢性乙型肝炎病毒感染者启动抗病毒治疗的恰当指标,待核实,,,,,
T3_治疗策略,【学术争鸣】陈新月：慢性乙型肝炎启动抗病毒治疗的ALT阈值探讨,1,2,2021,中华肝脏病杂志,【学术争鸣】陈新月：慢性乙型肝炎启动抗病毒治疗的ALT阈值探讨,待核实,,,,,
T3_治疗策略,：ALT正常的慢性HBV感染者是否应该抗病毒治疗？,1,2,2021,肝胆相照平台,学术争鸣： ALT正常的慢性HBV感染者是否应该抗病毒治疗？,待核实,,,,,
T3_治疗策略,【专家论坛】桂红莲谢青：ALT正常的慢性HBV感染者的抗病毒治疗时机选择,1,2,2020,中华肝脏病杂志,【专家论坛】桂红莲 谢青：ALT正常的慢性HBV感染者的抗病毒治疗时机选择,待核实,,,,,
T3_治疗策略,EASL2025：IM-PROVEI研究中功能性治愈慢乙肝受试者的病毒学标志物及基线特征分析,1,3,2025,肝脏时间,EASL2025：IM-PROVE I研究中功能性治愈慢乙肝受试者的病毒学标志物及基线特征分析,待核实,,,,,
T3_治疗策略,12.9分登顶国际顶刊！中国团队发现肝癌复发预测新标志物,1,3,2025,肝胆相照平台,「转」12.9分登顶国际顶刊！中国团队发现肝癌复发预测新标志物！,待核实,,,,,
T3_治疗策略,AASLD2024：Imdusiran(AB-729）联合IFN治疗慢乙肝可溶性免疫生物标志物图谱分析,1,3,2024,肝脏时间,AASLD2024：Imdusiran (AB-729） 联合IFN治疗慢乙肝可溶性免疫生物标志物图谱分析,待核实,,,,,
T3_治疗策略,EASL2024：基于siRNAJNJ-3989治疗慢乙肝患者期间肝内免疫学和病毒学标志物的变化研究,1,3,2024,肝脏时间,EASL2024：基于 siRNA JNJ-3989治疗慢乙肝患者期间肝内免疫学和病毒学标志物的变化研究,待核实,,,,,
T3_治疗策略,精准肝愈：血清肿瘤标志物助力肝癌患者全程管理,2,3,2024,肝癌在线,「转」6月21日19∶00 ｜ 精准肝愈：血清肿瘤标志物助力肝癌患者全程管理,待核实,,,,,
T3_治疗策略,【AASLD2024速递】目前血清HBV标志物不能很好反映初治HBeAg阴性慢乙肝患者肝内HBV复制活性,1,3,2024,雨露肝霖,【AASLD 2024速递】目前血清HBV标志物不能很好反映初治HBeAg阴性慢乙肝患者肝内HBV复制活性,待核实,,,,,
T3_治疗策略,【AASLD2023速递】O-糖基化M-HBsAg（HBsAgGi）有望成为监测慢乙肝患者治疗期间病毒动力学的新型生物标志物,1,3,2024,雨露肝霖,【AASLD2023速递】O-糖基化M-HBsAg（HBsAgGi）有望成为监测慢乙肝患者治疗期间病毒动力学的新型生物标志物,待核实,,,,,
T3_治疗策略,2023年欧洲器官移植学会共识声明：肝移植中的生物标志物,1,3,2024,临床肝胆病杂志,指南推荐｜2023年欧洲器官移植学会共识声明：肝移植中的生物标志物,待核实,,,,,
T3_治疗策略,一篇解答肝癌标志物的“秘密”,1,3,2024,肝癌在线,肝癌三联检 ｜ 一篇解答肝癌标志物的“秘密”,待核实,,,,,
T3_治疗策略,肿瘤标志物升高一定就有肿瘤吗？,1,3,2024,肝癌在线,肿瘤标志物升高一定就有肿瘤吗？,待核实,,,,,
T3_治疗策略,AASLD2023：ALG-000184长期用药可使未经治HBeAg阳性慢性乙肝HBsAg等病毒标志物下降多倍,1,3,2023,肝脏时间,AASLD2023：ALG-000184长期用药可使未经治HBeAg阳性慢性乙肝HBsAg等病毒标志物下降多倍,待核实,,,,,
T3_治疗策略,AASLD2023：在研乙肝新药ALG-000184延长用药可更大幅度降低HBsAg等病毒标志物,1,3,2023,肝脏时间,AASLD2023：在研乙肝新药ALG-000184延长用药可更大幅度降低HBsAg等病毒标志物,待核实,,,,,
T3_治疗策略,EASL2023：JNJ-3989联合治疗慢乙肝肝内病毒学和免疫学标志物特征评估,1,3,2023,肝脏时间,EASL2023：JNJ-3989联合治疗慢乙肝肝内病毒学和免疫学标志物特征评估,待核实,,,,,
T3_治疗策略,HEPDART2023：在研乙肝新药ALG-000184长期用药可使HBeAg阳性慢乙肝病毒标志物（包括HBsAg）下降多倍,1,3,2023,肝脏时间,HEP DART 2023：在研乙肝新药ALG-000184长期用药可使HBeAg阳性慢乙肝病毒标志物（包括HBsAg）下降多倍,待核实,,,,,
T3_治疗策略,《中华肝脏病杂志》2023年3期重点号：CHB抗病毒治疗从不断扩大治疗到全面治疗,1,3,2023,中华肝脏病杂志,《中华肝脏病杂志》2023年3期重点号：CHB抗病毒治疗从不断扩大治疗到全面治疗,待核实,,,,,
T3_治疗策略,乙型肝炎患者停止抗病毒治疗的长期预后,1,3,2023,临床肝胆病杂志,「转」APASL 2023 ｜ 乙型肝炎患者停止抗病毒治疗的长期预后,待核实,,,,,
T3_治疗策略,刘梅教授：新型肝癌诊断标志物,2,3,2023、2022,"肝癌在线,肝胆相照平台",「转」刘梅教授：新型肝癌诊断标志物,待核实,,,,,
T3_治疗策略,庄辉院士：为什么要扩大慢性乙型肝炎的抗病毒治疗？,1,3,2023,肝胆相照平台,「转」庄辉院士：为什么要扩大慢性乙型肝炎的抗病毒治疗？,待核实,,,,,
T3_治疗策略,窦晓光教授：扩大慢性乙型肝炎抗病毒治疗适应证：利大于弊,1,3,2023,肝胆相照平台,「转」窦晓光教授：扩大慢性乙型肝炎抗病毒治疗适应证：利大于弊,待核实,,,,,
T3_治疗策略,【AASLD2023速递】miR-4461可作为预测HBV相关肝癌的生物学标志物,1,3,2023,雨露肝霖,【AASLD2023速递】miR-4461可作为预测HBV相关肝癌的生物学标志物,待核实,,,,,
T3_治疗策略,【AASLD2023速递】扩大抗病毒治疗，去除ALT水平限制可使符合治疗条件的人数增加75%以上,1,3,2023,雨露肝霖,【AASLD2023速递】扩大抗病毒治疗，去除ALT水平限制可使符合治疗条件的人数增加75%以上,待核实,,,,,
T3_治疗策略,【APASL2023速递】外泌体microRNAs可作为病毒性相关肝癌诊断的生物学标志物,1,3,2023,雨露肝霖,【APASL 2023速递】外泌体microRNAs可作为病毒性相关肝癌诊断的生物学标志物,待核实,,,,,
T3_治疗策略,基线HBV血清标志物联合评分对核苷(酸)类似物抗病毒治疗慢性乙型肝炎患者HBeAg血清学转换的预测价值,1,3,2023,临床肝胆病杂志,临床研究｜基线HBV血清标志物联合评分对核苷(酸)类似物抗病毒治疗慢性乙型肝炎患者HBeAg血清学转换的预测价值,待核实,,,,,
T3_治疗策略,《临床肝胆病杂志》2023年第1期“扩大慢性乙型肝炎抗病毒治疗”重点号（执行主编：庄辉）,1,3,2023,临床肝胆病杂志,全网首发｜《临床肝胆病杂志》2023年第1期“扩大慢性乙型肝炎抗病毒治疗”重点号（执行主编：庄辉）,待核实,,,,,
T3_治疗策略,成功举办：“慢性乙型肝炎治疗：从扩大治疗到全部治疗”专题研讨会暨《中华肝脏病杂志》2023年3期重点号组稿会,1,3,2023,中华肝脏病杂志,成功举办：“ 慢性乙型肝炎治疗：从扩大治疗到全部治疗 ”专题研讨会暨《中华肝脏病杂志》2023年3期重点号组稿会,待核实,,,,,
T3_治疗策略,聚焦后疫情时代的慢病防控，原研肝病生物标志物检测助力糖尿病肝病共管体系建设​,1,3,2023,肝胆相照平台,聚焦后疫情时代的慢病防控，原研肝病生物标志物检测助力糖尿病肝病共管体系建设​,待核实,,,,,
T3_治疗策略,这些肿瘤标志物升高有何意义，你看懂了吗？,1,3,2023,肝癌在线,这些肿瘤标志物升高有何意义，你看懂了吗？,待核实,,,,,
T3_治疗策略,陈恩强教授：扩大ALT正常CHB人群抗病毒治疗的利与弊-聚焦ALT正常HBeAg阴性人群,1,3,2023,肝胆相照平台,陈恩强教授：扩大ALT正常CHB人群抗病毒治疗的利与弊-聚焦ALT正常HBeAg阴性人群,待核实,,,,,
T3_治疗策略,APASL2022中国力量丨陈恩强教授：预测CHB患者安全停药的血清学标志物,1,3,2022,肝胆相照平台,APASL 2022中国力量丨陈恩强教授：预测CHB患者安全停药的血清学标志物,待核实,,,,,
T3_治疗策略,APASL2022：在研乙肝新药JNJ-3989联合NA可降低所有乙肝病毒标志物,1,3,2022,肝脏时间,APASL2022：在研乙肝新药JNJ-3989联合NA可降低所有乙肝病毒标志物,待核实,,,,,
T3_治疗策略,APASL精彩报告丨预测核苷（酸）类似物停药的生物标志物,1,3,2022,肝胆相照平台,APASL精彩报告丨预测核苷（酸）类似物停药的生物标志物,待核实,,,,,
T3_治疗策略,EASL2022精彩汇报丨肝癌免疫治疗新的生物标志物研究进展,2,3,2022,"肝癌在线,肝胆相照平台",EASL 2022精彩汇报丨肝癌免疫治疗新的生物标志物研究进展,待核实,,,,,
T3_治疗策略,庄辉院士：《扩大慢性乙型肝炎抗病毒治疗的专家意见》解读,2,3,2022,"中华肝脏病杂志,肝胆相照平台",「转」庄辉院士：《扩大慢性乙型肝炎抗病毒治疗的专家意见》解读,待核实,,,,,
T3_治疗策略,扩大慢性乙型肝炎抗病毒治疗的专家意见,1,3,2022,肝胆相照平台,「转」扩大慢性乙型肝炎抗病毒治疗的专家意见,待核实,,,,,
T3_治疗策略,肝癌早筛：血清肿瘤标志物和液体活检,1,3,2022,肝癌在线,「转」肝癌早筛：血清肿瘤标志物和液体活检,待核实,,,,,
T3_治疗策略,黄缘教授：慢性乙型肝炎患者启动抗病毒治疗：无需兼备年龄和家族史,1,3,2022,肝胆相照平台,「转」黄缘教授：慢性乙型肝炎患者启动抗病毒治疗：无需兼备年龄和家族史,待核实,,,,,
T3_治疗策略,夏瑾瑜教授：ALT正常慢性HBV感染者抗病毒治疗策略,1,3,2022,肝胆相照平台,夏瑾瑜教授：ALT正常慢性HBV感染者抗病毒治疗策略,待核实,,,,,
T3_治疗策略,应治尽治的决心，再读《扩大慢性乙型肝炎抗病毒治疗的专家意见》,1,3,2022,肝胆相照平台,应治尽治的决心，再读《扩大慢性乙型肝炎抗病毒治疗的专家意见》,待核实,,,,,
T3_治疗策略,徐京杭副教授：从慢性HBV感染分期角度对扩大乙肝抗病毒治疗适应证的思考,1,3,2022,肝胆相照平台,徐京杭副教授：从慢性HBV感染分期角度对扩大乙肝抗病毒治疗适应证的思考,待核实,,,,,
T3_治疗策略,杨慧：为什么要扩大抗病毒治疗适应证？哪些患者可以从中获益？,1,3,2022,肝癌在线,杨慧：为什么要扩大抗病毒治疗适应证？哪些患者可以从中获益？,待核实,,,,,
T3_治疗策略,许洁教授：从EASL2022看--CHB患者抗病毒治疗选择及预测HCC发生的生物标志物,1,3,2022,肝胆相照平台,许洁教授：从EASL2022看--CHB患者抗病毒治疗选择及预测HCC发生的生物标志物,待核实,,,,,
T3_治疗策略,郑素军、鲁凤民教授团队联合研究：血清HBVRNA是预测HBeAg阳性CHB患者显著肝纤维化及逆转的潜在标志物,1,3,2022,肝胆相照平台,郑素军、鲁凤民教授团队联合研究：血清HBV RNA是预测HBeAg阳性CHB患者显著肝纤维化及逆转的潜在标志物,待核实,,,,,
T3_治疗策略,HepatolRes：预测慢性乙型肝炎患者何时停用核苷(酸)类似物以及停药后复发的生物标志物,1,3,2022,临床肝胆病杂志,顶刊日报｜Hepatol Res：预测慢性乙型肝炎患者何时停用核苷(酸)类似物以及停药后复发的生物标志物,待核实,,,,,
T3_治疗策略,Gut：MicroRNAs——肝脏疾病的调控因子、生物标志物及治疗靶点,1,3,2022,临床肝胆病杂志,高分综述｜Gut：MicroRNAs——肝脏疾病的调控因子、生物标志物及治疗靶点,待核实,,,,,
T3_治疗策略,4月29日19∶00丨精准检测，消除乙肝：血清标志物再认知,1,3,2021,肝胆相照平台,4月29日19∶00丨精准检测，消除乙肝：血清标志物再认知,待核实,,,,,
T3_治疗策略,EASL2021：HDVRNA复制与较高血清浓度的cccDNA转录活性标志物相关,1,3,2021,肝脏时间,EASL2021：HDV RNA 复制与较高血清浓度的 cccDNA 转录活性标志物相关,待核实,,,,,
T3_治疗策略,"EASL2021：在研乙肝新药AB-729单剂量用药可持久降低HBsAg,HBVRNA等标志物",1,3,2021,肝脏时间,"EASL2021：在研乙肝新药AB-729单剂量用药可持久降低HBsAg,HBV RNA等标志物",待核实,,,,,
T3_治疗策略,EASL2021：在研乙肝新药AROHBV(JNJ-3989）联合用药可降低所有乙肝病毒标志物,2,3,2021,"临床肝胆病杂志,肝脏时间",EASL2021：在研乙肝新药ARO HBV(JNJ-3989）联合用药可降低所有乙肝病毒标志物,待核实,,,,,
T3_治疗策略,窦晓光教授：ALT正常慢性HBV感染的抗病毒治疗策略,1,3,2021,中华肝脏病杂志,「转」窦晓光教授：ALT正常慢性HBV感染的抗病毒治疗策略,待核实,,,,,
T3_治疗策略,血清转铁蛋白可作为肝脏疾病中HNF4α活性和肝功能的生物标志物,1,3,2021,中华肝脏病杂志,「转」血清转铁蛋白可作为肝脏疾病中HNF4α活性和肝功能的生物标志物,待核实,,,,,
T3_治疗策略,【AASLD2021速递】HBcrAg可能是一种有前景的预测HBV相关肝癌发生的生物标志物,1,3,2021,雨露肝霖,【AASLD2021速递】HBcrAg可能是一种有前景的预测HBV相关肝癌发生的生物标志物,待核实,,,,,
T3_治疗策略,【综述】刘学恩：非酒精性脂肪性肝病组学生物标志物的研究进展,1,3,2021,中华肝脏病杂志,【综述】刘学恩 ：非酒精性脂肪性肝病组学生物标志物的研究进展,待核实,,,,,
T3_治疗策略,张敏教授：儿童慢性乙型肝炎抗病毒治疗的必要性和可行性,1,3,2021,肝胆相照平台,张敏教授：儿童慢性乙型肝炎抗病毒治疗的必要性和可行性,待核实,,,,,
T3_治疗策略,肝再生的发生机制及血清标志物,1,3,2021,临床肝胆病杂志,特别关注｜肝再生的发生机制及血清标志物,待核实,,,,,
T3_治疗策略,肝癌相关生物标志物的应用和最新进展,1,3,2021,肝胆相照平台,肝癌相关生物标志物的应用和最新进展,待核实,,,,,
T3_治疗策略,辛绍杰教授：HCC相关生物标志物研究进展,1,3,2021,肝癌在线,辛绍杰教授：HCC相关生物标志物研究进展,待核实,,,,,
T3_治疗策略,除了AFP，肝癌新型标志物还有哪些？看最新指南推荐,1,3,2021,肝癌在线,除了AFP，肝癌新型标志物还有哪些？看最新指南推荐,待核实,,,,,
T3_治疗策略,AASLD2020：在研乙肝新药GSK836不仅能降HBsAg还能降HBVRNA等病毒标志物,1,3,2020,肝脏时间,AASLD2020：在研乙肝新药GSK836不仅能降HBsAg 还能降HBV RNA等病毒标志物,待核实,,,,,
T3_治疗策略,JVH：HBVpgRNA能够预测NAs抗病毒治疗慢性乙型肝炎患者的长期预后,1,3,2020,临床肝胆病杂志,JVH：HBV pgRNA能够预测NAs抗病毒治疗慢性乙型肝炎患者的长期预后,待核实,,,,,
T3_治疗策略,慢乙肝抗病毒治疗的适应症范围需要扩大吗？,2,3,2020,"中华肝脏病杂志,肝胆相照平台",「转」学术动态 43 ｜ 慢乙肝抗病毒治疗的适应症范围需要扩大吗？,待核实,,,,,
T3_治疗策略,HBsAg、HBcrAg和HBVRNA：预测NAs停药后的临床复发,1,3,2020,中华肝脏病杂志,「转」学术动态 54 ｜ HBsAg、HBcrAg和HBV RNA：预测NAs停药后的临床复发,待核实,,,,,
T3_治疗策略,窦晓光教授：ALT正常的慢性HBV感染一般人群抗病毒治疗策略,1,3,2020,中华肝脏病杂志,「转」窦晓光教授：ALT正常的慢性HBV感染一般人群抗病毒治疗策略,待核实,,,,,
T3_治疗策略,需警惕！经一线抗病毒治疗后，超过15的慢性乙型肝炎患者存在低病毒血症,1,3,2020,肝胆相照平台,「转」需警惕！经一线抗病毒治疗后，超过15的慢性乙型肝炎患者存在低病毒血症,待核实,,,,,
T3_治疗策略,需重视！研究发现低病毒血症会影响慢性乙型肝炎患者（CHB）抗病毒治疗效果,1,3,2020,肝胆相照平台,「转」需重视！研究发现低病毒血症会影响慢性乙型肝炎患者（CHB）抗病毒治疗效果,待核实,,,,,
T3_治疗策略,【会议撷萃】窦晓光教授：ALT正常的慢性HBV感染一般人群抗病毒治疗策略,1,3,2020,雨露肝霖,【会议撷萃】窦晓光教授：ALT正常的慢性HBV感染一般人群抗病毒治疗策略,待核实,,,,,
T3_治疗策略,【珠峰大讲堂】黄燕教授：HBV标志物检测及疗效预测（内附视频二维码和完整幻灯图片）,1,3,2020,雨露肝霖,【珠峰大讲堂】黄燕教授：HBV标志物检测及疗效预测（内附视频二维码和完整幻灯图片）,待核实,,,,,
T4A_初治,官方确认！恩替卡韦最低0.182元片，替诺福韦0.299元片，执行时间,1,0,2019,肝脏时间,官方确认！恩替卡韦最低0.182元片，替诺福韦0.299元片，执行时间,待核实,,,,,
T4A_初治,侯金林宁琴：富马酸丙酚替诺福韦在中国慢性乙型肝炎患者中5年数据——有效性及安全性得到再次验证,1,1,2024,中华肝脏病杂志,「转」JCTH｜侯金林宁琴：富马酸丙酚替诺福韦在中国慢性乙型肝炎患者中5年数据——有效性及安全性得到再次验证,待核实,,,,,
T4A_初治,【期刊导读】恩替卡韦或替诺福韦酯停药后累积临床复发率超50%，停药后HBcrAg的动态变化可预测,1,1,2024,雨露肝霖,【期刊导读】恩替卡韦或替诺福韦酯停药后累积临床复发率超50%，停药后HBcrAg的动态变化可预测,待核实,,,,,
T4A_初治,陈如悦曾庆磊：艾米替诺福韦与富马酸丙酚替诺福韦治疗慢性乙型肝炎患者的疗效比较：一项真实世界单中心研究,1,1,2024,中华肝脏病杂志,病毒性肝炎 ｜ 陈如悦曾庆磊：艾米替诺福韦与富马酸丙酚替诺福韦治疗慢性乙型肝炎患者的疗效比较：一项真实世界单中心研究,待核实,,,,,
T4A_初治,EASL2023丨恩替卡韦替诺福韦用于HBV-HCC患者，哪个预后更好？韩国大型队列研究给你答案,2,1,2023,"肝癌在线,肝胆相照平台",EASL 2023丨恩替卡韦替诺福韦用于HBV-HCC患者，哪个预后更好？韩国大型队列研究给你答案！,待核实,,,,,
T4A_初治,接受替诺福韦与恩替卡韦治疗的慢性乙型肝炎患者的HCC风险对比：单病例meta分析,2,1,2023,"肝癌在线,肝胆相照平台",JOH ｜ 接受替诺福韦与恩替卡韦治疗的慢性乙型肝炎患者的HCC风险对比：单病例meta分析,待核实,,,,,
T4A_初治,JHepatol：替诺福韦vs恩替卡韦治疗慢性乙型肝炎发生肝细胞癌的风险比较——单病例Meta分析,1,1,2023,临床肝胆病杂志,学术前沿｜J Hepatol：替诺福韦 vs 恩替卡韦治疗慢性乙型肝炎发生肝细胞癌的风险比较——单病例Meta分析,待核实,,,,,
T4A_初治,替诺福韦vs.恩替卡韦：哪个更能降低慢乙肝患者肝癌风险？,1,1,2022,肝癌在线,「转」替诺福韦 vs. 恩替卡韦：哪个更能降低慢乙肝患者肝癌风险？ ｜ 最新Meta分析,待核实,,,,,
T4A_初治,富马酸丙酚替诺福韦(TAF)对ALT正常、HBVDNA阳性的慢性乙型肝炎患者的疗效研究,1,1,2021,中华肝脏病杂志,「转」JCTH精彩论文｜富马酸丙酚替诺福韦(TAF)对ALT正常、HBV DNA阳性的慢性乙型肝炎患者的疗效研究,待核实,,,,,
T4A_初治,【期刊导读】恩替卡韦联合干扰素α治疗降低慢乙肝患者肝癌和肝外癌发生风险显著优于恩替卡韦单药,1,1,2021,雨露肝霖,【期刊导读】恩替卡韦联合干扰素α治疗降低慢乙肝患者肝癌和肝外癌发生风险显著优于恩替卡韦单药,待核实,,,,,
T4A_初治,Gut：中国研究——暴露于替诺福韦母婴阻断治疗的胎儿长期安全性良好,1,1,2021,临床肝胆病杂志,外刊精读｜Gut：中国研究——暴露于替诺福韦母婴阻断治疗的胎儿长期安全性良好,待核实,,,,,
T4A_初治,法国队列研究显示：替诺福韦和恩替卡韦治疗HBV慢性感染的5年HCC发生率相似,1,1,2021,肝癌在线,法国队列研究显示：替诺福韦和恩替卡韦治疗HBV慢性感染的5年HCC发生率相似,待核实,,,,,
T4A_初治,Hepatology：替诺福韦相比恩替卡韦可显著改善HBV相关性肝细胞癌患者肝切除术后复发,1,1,2020,临床肝胆病杂志,Hepatology：替诺福韦相比恩替卡韦可显著改善HBV相关性肝细胞癌患者肝切除术后复发,待核实,,,,,
T4A_初治,JHepatology：长期应用恩替卡韦或替诺福韦的慢性乙型肝炎白种人患者肝细胞癌发生风险相似,1,1,2020,临床肝胆病杂志,J Hepatology：长期应用恩替卡韦或替诺福韦的慢性乙型肝炎白种人患者肝细胞癌发生风险相似,待核实,,,,,
T4A_初治,Lancet子刊：下定论？替诺福韦与恩替卡韦治疗慢性乙型肝炎发生肝细胞癌的荟萃分析,1,1,2020,临床肝胆病杂志,Lancet子刊：下定论？替诺福韦与恩替卡韦治疗慢性乙型肝炎发生肝细胞癌的荟萃分析,待核实,,,,,
T4A_初治,中国数据——肝癌风险：替诺福韦＜恩替卡韦,1,1,2019,临床肝胆病杂志,Gastroenterology｜中国数据——肝癌风险：替诺福韦＜恩替卡韦,待核实,,,,,
T4A_初治,JHepatol：恩替卡韦与替诺福韦对慢性乙型肝炎初治患者预后影响的比较——一项来自韩国的多中心研究,1,1,2019,临床肝胆病杂志,J Hepatol：恩替卡韦与替诺福韦对慢性乙型肝炎初治患者预后影响的比较——一项来自韩国的多中心研究,待核实,,,,,
T4A_初治,JOH：慢乙肝患者中的替诺福韦耐药问题,1,1,2019,肝脏时间,JOH：慢乙肝患者中的替诺福韦耐药问题,待核实,,,,,
T4A_初治,JAMAOncol∶恩替卡韦与替诺福韦治疗的慢性乙型肝炎患者发生肝细胞癌的风险：一项韩国全国队列研究,2,1,2019、2018,临床肝胆病杂志,回顾｜JAMA Oncol∶ 恩替卡韦与替诺福韦治疗的慢性乙型肝炎患者发生肝细胞癌的风险：一项韩国全国队列研究,待核实,,,,,
T4A_初治,Hepatology：治疗多重耐药慢乙肝替诺福韦（TDF）单药治疗或可搞定,1,1,2017,肝脏时间,Hepatology：治疗多重耐药慢乙肝　替诺福韦（TDF）单药治疗或可搞定！,待核实,,,,,
T4A_初治,恩替卡韦与富马酸丙酚替诺福韦初治慢性乙型肝炎患者的肾功能变化比较及影响因素分析,1,3,2025,临床肝胆病杂志,临床研究｜恩替卡韦与富马酸丙酚替诺福韦初治慢性乙型肝炎患者的肾功能变化比较及影响因素分析,待核实,,,,,
T4A_初治,艾米替诺福韦和富马酸丙酚替诺福韦治疗首次失代偿期乙肝肝硬化患者的疗效和安全性,1,3,2025,临床肝胆病杂志,学术前沿｜艾米替诺福韦和富马酸丙酚替诺福韦治疗首次失代偿期乙肝肝硬化患者的疗效和安全性,待核实,,,,,
T4A_初治,病毒性肝炎,1,3,2025,中华肝脏病杂志,病毒性肝炎 ｜ 张济深胡小雄：艾米替诺福韦和丙酚替诺福韦对机体脂质代谢的影响比较,待核实,,,,,
T4A_初治,FDA批准！GileadSciences替诺福韦（TAF）6岁儿童可用,1,3,2024,肝脏时间,FDA批准！Gilead Sciences替诺福韦（TAF）6岁儿童可用,待核实,,,,,
T4A_初治,富马酸丙酚替诺福韦对首次失代偿期乙型肝炎肝硬化患者的治疗效果,1,3,2024,临床肝胆病杂志,临床研究｜富马酸丙酚替诺福韦对首次失代偿期乙型肝炎肝硬化患者的治疗效果,待核实,,,,,
T4A_初治,国家药监局：含丙酚替诺福韦（TAF）药品说明书需修订,1,3,2024,肝脏时间,国家药监局：含丙酚替诺福韦（TAF）药品说明书需修订,待核实,,,,,
T4A_初治,一项替诺福韦与恩替卡韦在预防肝细胞癌和死亡方面的比较结果,2,3,2023,"肝癌在线,肝胆相照平台",AASLD报道 ｜ 一项替诺福韦与恩替卡韦在预防肝细胞癌和死亡方面的比较结果,待核实,,,,,
T4A_初治,APASL2023：ALG-000184联合恩替卡韦在HBeAg阳性慢乙肝中表现出优异抗病毒活性,1,3,2023,肝脏时间,APASL2023：ALG-000184联合恩替卡韦在HBeAg阳性慢乙肝中表现出优异抗病毒活性,待核实,,,,,
T4A_初治,EASL2023：替诺福韦艾拉酚胺（TAF）两项3期临床8年用药有效性结果公布,1,3,2023,肝脏时间,EASL2023：替诺福韦艾拉酚胺（TAF）两项3期临床8年用药有效性结果公布,待核实,,,,,
T4A_初治,富马酸丙酚替诺福韦治疗青岛地区60岁及以上慢性乙型肝炎患者的有效性和安全性,1,3,2023,临床肝胆病杂志,临床研究｜富马酸丙酚替诺福韦治疗青岛地区60岁及以上慢性乙型肝炎患者的有效性和安全性,待核实,,,,,
T4A_初治,乙肝吃恩替卡韦，最多能吃几年？,1,3,2023,肝病知识,乙肝吃恩替卡韦，最多能吃几年？,待核实,,,,,
T4A_初治,乙肝病人，只吃恩替卡韦片行不行？,1,3,2023,肝病知识,乙肝病人，只吃恩替卡韦片行不行？,待核实,,,,,
T4A_初治,乙肝病人，都适合服用恩替卡韦吗？,1,3,2023,肝病知识,乙肝病人，都适合服用恩替卡韦吗？,待核实,,,,,
T4A_初治,恩替卡韦，一般需要吃几年？,1,3,2023,肝病知识,恩替卡韦，一般需要吃几年？,待核实,,,,,
T4A_初治,恩替卡韦，最多可以吃几年？,1,3,2023,肝病知识,恩替卡韦，最多可以吃几年？,待核实,,,,,
T4A_初治,恩替卡韦，服用的注意事项,1,3,2023,肝病知识,恩替卡韦，服用的注意事项,待核实,,,,,
T4A_初治,富马酸丙酚替诺福韦治疗特殊慢性乙型肝炎,1,3,2023,临床肝胆病杂志,特别关注｜富马酸丙酚替诺福韦治疗特殊慢性乙型肝炎,待核实,,,,,
T4A_初治,刘丽萍葛善飞：恩替卡韦经治后低病毒血症的慢性乙型肝炎患者序贯联合富马酸丙酚替诺福韦治疗的疗效及影响因素分析,1,3,2023,中华肝脏病杂志,病毒性肝炎 ｜ 刘丽萍葛善飞：恩替卡韦经治后低病毒血症的慢性乙型肝炎患者序贯联合富马酸丙酚替诺福韦治疗的疗效及影响因素分析,待核实,,,,,
T4A_初治,艾米替诺福韦治疗HBeAg阳性高病毒血症慢性乙型肝炎口服一线核苷（酸）类似物经治不完全应答患者的临床疗效分析,1,3,2023,中华肝脏病杂志,病毒性肝炎 ｜ 艾米替诺福韦治疗HBeAg阳性高病毒血症慢性乙型肝炎口服一线核苷（酸）类似物经治不完全应答患者的临床疗效分析,待核实,,,,,
T4A_初治,Bulevirtide联合替诺福韦用于HBVHDV合并感染有效性和安全性研究,1,3,2022,肝脏时间,Bulevirtide联合替诺福韦用于HBVHDV合并感染有效性和安全性研究,待核实,,,,,
T4A_初治,降低慢乙肝患者肝癌风险：替诺福韦还是恩替卡韦？,1,3,2022,肝癌在线,「转」EASL 2022 ｜ 降低慢乙肝患者肝癌风险：替诺福韦还是恩替卡韦？,待核实,,,,,
T4A_初治,叹为观止！国内替诺福韦（TDF和TAF）厂家居然,1,3,2022,肝脏时间,叹为观止！国内替诺福韦（TDF和TAF）厂家居然,待核实,,,,,
T4A_初治,吃恩替卡韦，乙肝却恶化了,1,3,2022,肝病知识,吃恩替卡韦，乙肝却恶化了,待核实,,,,,
T4A_初治,恩替卡韦，一定要空腹吗？,1,3,2022,肝病知识,恩替卡韦，一定要空腹吗？,待核实,,,,,
T4A_初治,恩替卡韦，几点吃药最好？,1,3,2022,肝病知识,恩替卡韦，几点吃药最好？,待核实,,,,,
T4A_初治,第七批集采结果公布！富马酸丙酚替诺福韦片（TAF）每片不到1元,1,3,2022,肝脏时间,第七批集采结果公布！富马酸丙酚替诺福韦片（TAF）每片不到1元,待核实,,,,,
T4A_初治,问个问题！恩替卡韦能增强男性慢乙肝患者性功能吗？,1,3,2022,肝脏时间,问个问题！恩替卡韦能增强男性慢乙肝患者性功能吗？,待核实,,,,,
